commande_id,client_id,produit_id,quantite,prix_unitaire,montant_total,date_commande,statut,mode_paiement,region_livraison,source,devise,annee,mois,trimestre,jour_semaine,tranche_montant,est_annulee,ca_perdu,saison,ville,region,segment,date_inscription,nom,categorie,fournisseur,delai_inscription_commande
CMD-Q1-02435,CLI0389,PRD0076,1,211.08,211.08,2024-03-04,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,3,1,Lundi,100-500€,False,0.0,Printemps,Marseille,Occitanie,Particulier,2021-05-07,,,,1032.0
CMD-Q1-02436,CLI0340,PRD0114,1,61.01,61.01,2024-01-28,retournée,Virement,Auvergne-RA,Q1_2024,EUR,2024,1,1,Dimanche,<100€,False,0.0,Hiver,Lyon,PACA,PME,2023-03-09,Produit_Sto_114,Stockage,MediaShop,325.0
CMD-Q1-02437,CLI0083,PRD0151,5,221.15,1105.75,2024-02-26,livrée,Virement,Occitanie,Q1_2024,EUR,2024,2,1,Lundi,500-2000€,False,0.0,Hiver,Strasbourg,Nouvelle-Aquitaine,Particulier,2022-03-15,Produit_Rés_151,Réseau,ElecPlus,713.0
CMD-Q1-02438,CLI0343,PRD0090,7,80.66,564.62,2024-03-04,en_cours,CB,Auvergne-RA,Q1_2024,EUR,2024,3,1,Lundi,500-2000€,False,0.0,Printemps,Nantes,Auvergne-RA,Particulier,2023-12-11,Produit_Acc_90,Accessoires,TechPro,84.0
CMD-Q1-02439,CLI0463,PRD0015,5,80.47,402.35,2024-02-09,livrée,CB,Occitanie,Q1_2024,EUR,2024,2,1,Vendredi,100-500€,False,0.0,Hiver,Marseille,Auvergne-RA,PME,2022-10-16,,,,481.0
CMD-Q1-02440,CLI0497,PRD0077,9,151.78,1366.02,2024-02-29,livrée,Virement,Nouvelle-Aquitaine,Q1_2024,EUR,2024,2,1,Jeudi,500-2000€,False,0.0,Hiver,Marseille,PACA,Startup,2021-11-25,,,,826.0
CMD-Q1-02441,CLI0085,PRD0129,5,124.46,622.3,2024-01-18,livrée,Virement,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Jeudi,500-2000€,False,0.0,Hiver,Montpellier,PACA,Particulier,2020-05-07,,,,1351.0
CMD-Q1-02442,CLI0142,PRD0111,9,237.06,2133.54,2024-02-25,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,2,1,Dimanche,>2000€,False,0.0,Hiver,Bordeaux,Île-de-France,Particulier,2020-08-29,Produit_Sto_111,Stockage,ElecPlus,1275.0
CMD-Q1-02443,CLI0073,PRD0152,6,499.98,2999.88,2024-01-02,annulée,CB,PACA,Q1_2024,EUR,2024,1,1,Mardi,>2000€,True,2999.88,Hiver,Paris,Occitanie,PME,2023-03-13,Produit_Rés_152,Réseau,ElecPlus,295.0
CMD-Q1-02444,CLI0052,PRD0118,4,76.42,305.68,2024-03-15,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,3,1,Vendredi,100-500€,False,0.0,Printemps,Nice,Nouvelle-Aquitaine,PME,2022-12-01,,,,470.0
CMD-Q1-02445,CLI0399,PRD0131,5,95.19,475.95,2024-01-02,en_cours,CB,Île-de-France,Q1_2024,EUR,2024,1,1,Mardi,100-500€,False,0.0,Hiver,Paris,Île-de-France,Particulier,2022-09-06,,,,483.0
CMD-Q1-02446,CLI0159,PRD0145,1,54.52,54.52,2024-03-10,livrée,CB,Occitanie,Q1_2024,EUR,2024,3,1,Dimanche,<100€,False,0.0,Printemps,Bordeaux,Auvergne-RA,Grand Compte,2023-03-14,,,,362.0
CMD-Q1-02447,CLI0410,PRD0095,7,106.83,747.81,2024-01-29,livrée,Virement,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Lundi,500-2000€,False,0.0,Hiver,Lille,Nouvelle-Aquitaine,Particulier,2023-10-12,Produit_Acc_95,Accessoires,MediaShop,109.0
CMD-Q1-02448,CLI0137,PRD0099,9,182.41,1641.69,2024-02-28,livrée,Virement,PACA,Q1_2024,EUR,2024,2,1,Mercredi,500-2000€,False,0.0,Hiver,Marseille,Nouvelle-Aquitaine,Particulier,2023-03-22,Produit_Sto_99,Stockage,DataStore,343.0
CMD-Q1-02449,CLI0318,PRD0152,4,499.98,1999.92,2024-02-11,en_cours,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,2,1,Dimanche,500-2000€,False,0.0,Hiver,Lyon,PACA,Particulier,2023-07-13,Produit_Rés_152,Réseau,ElecPlus,213.0
CMD-Q1-02450,CLI0381,PRD0085,1,181.81,181.81,2024-01-01,livrée,Virement,Auvergne-RA,Q1_2024,EUR,2024,1,1,Lundi,100-500€,False,0.0,Hiver,Lyon,Auvergne-RA,Particulier,2023-01-07,Produit_Acc_85,Accessoires,DataStore,359.0
CMD-Q1-02451,CLI0454,PRD0104,3,81.27,243.81,2024-01-05,livrée,CB,Occitanie,Q1_2024,EUR,2024,1,1,Vendredi,100-500€,False,0.0,Hiver,Paris,Auvergne-RA,Startup,2020-08-29,Produit_Sto_104,Stockage,MediaShop,1224.0
CMD-Q1-02452,CLI0121,PRD0033,6,291.53,1749.18,2024-01-30,en_cours,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Mardi,500-2000€,False,0.0,Hiver,Montpellier,Nouvelle-Aquitaine,Particulier,2022-03-26,,,,675.0
CMD-Q1-02453,CLI0138,PRD0037,4,48.24,192.96,2024-03-20,inconnu,CB,Auvergne-RA,Q1_2024,EUR,2024,3,1,Mercredi,100-500€,False,0.0,Printemps,Lille,Nouvelle-Aquitaine,Grand Compte,2022-10-10,Produit_Tél_37,Téléphonie,TechPro,527.0
CMD-Q1-02454,CLI0210,PRD0081,4,49.36,197.44,2024-01-10,livrée,CB,PACA,Q1_2024,EUR,2024,1,1,Mercredi,100-500€,False,0.0,Hiver,Toulouse,PACA,PME,2020-05-09,,,,1341.0
CMD-Q1-02455,CLI0244,PRD0070,3,28.37,85.11,2024-03-10,livrée,Chèque,Nouvelle-Aquitaine,Q1_2024,EUR,2024,3,1,Dimanche,<100€,False,0.0,Printemps,Strasbourg,PACA,PME,2022-07-25,Produit_Aud_70,Audio,ElecPlus,594.0
CMD-Q1-02456,CLI0003,PRD0089,6,93.09,558.54,2024-01-16,livrée,CB,PACA,Q1_2024,EUR,2024,1,1,Mardi,500-2000€,False,0.0,Hiver,Nantes,Occitanie,PME,2023-11-17,,,,60.0
CMD-Q1-02457,CLI0435,PRD0020,7,304.72,2133.04,2024-03-24,livrée,PayPal,PACA,Q1_2024,EUR,2024,3,1,Dimanche,>2000€,False,0.0,Printemps,Strasbourg,PACA,Grand Compte,2020-08-17,Produit_Inf_20,Informatique,TechPro,1315.0
CMD-Q1-02458,CLI0006,PRD0141,5,326.57,1632.85,2024-01-29,livrée,Virement,Île-de-France,Q1_2024,EUR,2024,1,1,Lundi,500-2000€,False,0.0,Hiver,Nice,Auvergne-RA,PME,2023-02-23,Produit_Rés_141,Réseau,MediaShop,340.0
CMD-Q1-02459,CLI0271,PRD0026,8,334.76,2678.08,2024-03-21,annulée,CB,PACA,Q1_2024,EUR,2024,3,1,Jeudi,>2000€,True,2678.08,Printemps,Strasbourg,Nouvelle-Aquitaine,Grand Compte,2023-08-10,,,,224.0
CMD-Q1-02460,CLI0441,PRD0079,5,400.46,2002.3,2024-03-22,livrée,CB,PACA,Q1_2024,EUR,2024,3,1,Vendredi,>2000€,False,0.0,Printemps,Paris,Auvergne-RA,PME,2023-06-14,Produit_Acc_79,Accessoires,TechPro,282.0
CMD-Q1-02461,CLI0192,PRD0037,7,48.24,337.68,2024-01-01,livrée,Virement,Occitanie,Q1_2024,EUR,2024,1,1,Lundi,100-500€,False,0.0,Hiver,Lyon,Occitanie,PME,2021-04-27,Produit_Tél_37,Téléphonie,TechPro,979.0
CMD-Q1-02462,CLI0217,PRD0079,7,400.46,2803.22,2024-02-29,livrée,PayPal,Occitanie,Q1_2024,EUR,2024,2,1,Jeudi,>2000€,False,0.0,Hiver,Marseille,Nouvelle-Aquitaine,Particulier,2022-02-23,Produit_Acc_79,Accessoires,TechPro,736.0
CMD-Q1-02463,CLI0437,PRD0013,7,59.14,413.98,2024-02-08,livrée,PayPal,Auvergne-RA,Q1_2024,EUR,2024,2,1,Jeudi,100-500€,False,0.0,Hiver,Marseille,PACA,Particulier,2021-04-25,Produit_Inf_13,Informatique,ElecPlus,1019.0
CMD-Q1-02464,CLI0245,PRD0106,8,52.42,419.36,2024-02-18,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,2,1,Dimanche,100-500€,False,0.0,Hiver,Bordeaux,Nouvelle-Aquitaine,Grand Compte,2021-08-24,Produit_Sto_106,Stockage,MediaShop,908.0
CMD-Q1-02465,CLI0035,PRD0005,1,95.95,95.95,2024-01-13,retournée,CB,PACA,Q1_2024,EUR,2024,1,1,Samedi,<100€,False,0.0,Hiver,Nice,PACA,PME,2022-10-27,Produit_Inf_5,Informatique,MediaShop,443.0
CMD-Q1-02466,CLI0480,PRD0045,5,55.24,276.2,2024-01-20,livrée,CB,Île-de-France,Q1_2024,EUR,2024,1,1,Samedi,100-500€,False,0.0,Hiver,Marseille,Occitanie,PME,2020-02-13,,,,1437.0
CMD-Q1-02467,CLI0075,PRD0086,7,74.32,520.24,2024-01-11,livrée,CB,Île-de-France,Q1_2024,EUR,2024,1,1,Jeudi,500-2000€,False,0.0,Hiver,Marseille,Nouvelle-Aquitaine,PME,2022-07-13,Produit_Acc_86,Accessoires,MediaShop,547.0
CMD-Q1-02468,CLI0447,PRD0071,3,90.96,272.88,2024-01-20,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Samedi,100-500€,False,0.0,Hiver,Montpellier,PACA,Particulier,2022-04-12,Produit_Aud_71,Audio,MediaShop,648.0
CMD-Q1-02469,CLI0440,PRD0068,7,12.48,87.36,2024-03-04,livrée,Virement,Île-de-France,Q1_2024,EUR,2024,3,1,Lundi,<100€,False,0.0,Printemps,Paris,Occitanie,Particulier,2022-03-27,Produit_Aud_68,Audio,TechPro,708.0
CMD-Q1-02470,CLI0224,PRD0105,7,408.15,2857.05,2024-03-04,annulée,CB,Île-de-France,Q1_2024,EUR,2024,3,1,Lundi,>2000€,True,2857.05,Printemps,Nice,Occitanie,Startup,2021-09-16,Produit_Sto_105,Stockage,TechPro,900.0
CMD-Q1-02471,CLI0045,PRD0134,6,487.38,2924.28,2024-02-09,livrée,Virement,Auvergne-RA,Q1_2024,EUR,2024,2,1,Vendredi,>2000€,False,0.0,Hiver,Nice,PACA,Particulier,2020-11-21,Produit_Rés_134,Réseau,DataStore,1175.0
CMD-Q1-02472,CLI0223,PRD0054,2,124.37,248.74,2024-03-29,livrée,PayPal,Occitanie,Q1_2024,EUR,2024,3,1,Vendredi,100-500€,False,0.0,Printemps,Lyon,Nouvelle-Aquitaine,PME,2021-08-16,Produit_Tél_54,Téléphonie,TechPro,956.0
CMD-Q1-02473,CLI0398,PRD0013,4,59.14,236.56,2024-02-27,livrée,CB,Île-de-France,Q1_2024,EUR,2024,2,1,Mardi,100-500€,False,0.0,Hiver,Bordeaux,Île-de-France,PME,2023-06-24,Produit_Inf_13,Informatique,ElecPlus,248.0
CMD-Q1-02475,CLI0060,PRD0098,9,37.93,341.37,2024-01-19,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Vendredi,100-500€,False,0.0,Hiver,Marseille,PACA,Particulier,2022-03-04,Produit_Sto_98,Stockage,MediaShop,686.0
CMD-Q1-02476,CLI0491,PRD0087,9,72.84,655.56,2024-01-21,livrée,Virement,Occitanie,Q1_2024,EUR,2024,1,1,Dimanche,500-2000€,False,0.0,Hiver,Montpellier,PACA,Particulier,2022-06-11,Produit_Acc_87,Accessoires,ElecPlus,589.0
CMD-Q1-02477,CLI0161,PRD0107,6,101.48,608.88,2024-01-02,livrée,CB,PACA,Q1_2024,EUR,2024,1,1,Mardi,500-2000€,False,0.0,Hiver,Nice,PACA,Particulier,2021-08-14,Produit_Sto_107,Stockage,ElecPlus,871.0
CMD-Q1-02478,CLI0328,PRD0028,4,59.7,238.8,2024-02-04,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,2,1,Dimanche,100-500€,False,0.0,Hiver,Paris,Île-de-France,Particulier,2020-11-20,,,,1171.0
CMD-Q1-02479,CLI0051,PRD0082,8,36.44,291.52,2024-02-25,livrée,Chèque,Occitanie,Q1_2024,EUR,2024,2,1,Dimanche,100-500€,False,0.0,Hiver,Montpellier,PACA,Particulier,2020-09-26,Produit_Acc_82,Accessoires,DataStore,1247.0
CMD-Q1-02480,CLI0205,PRD0043,8,100.34,802.72,2024-02-04,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,2,1,Dimanche,500-2000€,False,0.0,Hiver,Nantes,Nouvelle-Aquitaine,Particulier,2021-04-25,,,,1015.0
CMD-Q1-02481,CLI0350,PRD0010,1,81.94,81.94,2024-03-07,livrée,Virement,PACA,Q1_2024,EUR,2024,3,1,Jeudi,<100€,False,0.0,Printemps,Montpellier,Auvergne-RA,Particulier,2023-09-12,Produit_Inf_10,Informatique,MediaShop,177.0
CMD-Q1-02482,CLI0416,PRD0110,7,126.57,885.99,2024-02-15,en_cours,CB,Auvergne-RA,Q1_2024,EUR,2024,2,1,Jeudi,500-2000€,False,0.0,Hiver,Lille,PACA,Particulier,2023-01-30,Produit_Sto_110,Stockage,ElecPlus,381.0
CMD-Q1-02483,CLI0455,PRD0130,3,186.38,559.14,2024-01-05,en_cours,Virement,Île-de-France,Q1_2024,EUR,2024,1,1,Vendredi,500-2000€,False,0.0,Hiver,Bordeaux,PACA,PME,2020-03-09,Produit_Rés_130,Réseau,DataStore,1397.0
CMD-Q1-02484,CLI0244,PRD0067,7,126.77,887.39,2024-01-23,en_cours,Chèque,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Mardi,500-2000€,False,0.0,Hiver,Strasbourg,PACA,PME,2022-07-25,Produit_Aud_67,Audio,TechPro,547.0
CMD-Q1-02485,CLI0354,PRD0077,8,151.78,1214.24,2024-02-27,en_cours,CB,Île-de-France,Q1_2024,EUR,2024,2,1,Mardi,500-2000€,False,0.0,Hiver,Lyon,Auvergne-RA,PME,2023-10-13,,,,137.0
CMD-Q1-02486,CLI0160,PRD0034,2,36.63,73.26,2024-03-25,en_cours,Virement,Île-de-France,Q1_2024,EUR,2024,3,1,Lundi,<100€,False,0.0,Printemps,Toulouse,Île-de-France,Particulier,2020-10-27,Produit_Tél_34,Téléphonie,MediaShop,1245.0
CMD-Q1-02487,CLI0369,PRD0101,7,52.8,369.6,2024-02-20,en_cours,Virement,Île-de-France,Q1_2024,EUR,2024,2,1,Mardi,100-500€,False,0.0,Hiver,Marseille,Nouvelle-Aquitaine,Grand Compte,2022-11-02,,,,475.0
CMD-Q1-02488,CLI0093,PRD0036,3,211.79,635.37,2024-02-18,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,2,1,Dimanche,500-2000€,False,0.0,Hiver,Nantes,Occitanie,Particulier,2022-01-20,Produit_Tél_36,Téléphonie,TechPro,759.0
CMD-Q1-02489,CLI0167,PRD0056,1,46.62,46.62,2024-03-27,livrée,CB,Île-de-France,Q1_2024,EUR,2024,3,1,Mercredi,<100€,False,0.0,Printemps,Nice,Nouvelle-Aquitaine,Startup,2023-05-24,Produit_Aud_56,Audio,TechPro,308.0
CMD-Q1-02490,CLI0450,PRD0052,8,118.68,949.44,2024-03-02,livrée,CB,Occitanie,Q1_2024,EUR,2024,3,1,Samedi,500-2000€,False,0.0,Printemps,Nantes,Auvergne-RA,Particulier,2023-06-29,,,,247.0
CMD-Q1-02491,CLI0423,PRD0122,2,108.11,216.22,2024-03-13,livrée,Virement,Auvergne-RA,Q1_2024,EUR,2024,3,1,Mercredi,100-500€,False,0.0,Printemps,Strasbourg,Nouvelle-Aquitaine,Particulier,2022-07-13,Produit_Sto_122,Stockage,ElecPlus,609.0
CMD-Q1-02492,CLI0084,PRD0100,3,62.84,188.52,2024-02-21,livrée,Virement,Nouvelle-Aquitaine,Q1_2024,EUR,2024,2,1,Mercredi,100-500€,False,0.0,Hiver,Marseille,Nouvelle-Aquitaine,Startup,2023-10-19,Produit_Sto_100,Stockage,DataStore,125.0
CMD-Q1-02493,CLI0484,PRD0047,9,68.36,615.24,2024-02-26,livrée,CB,Île-de-France,Q1_2024,EUR,2024,2,1,Lundi,500-2000€,False,0.0,Hiver,Paris,Auvergne-RA,Particulier,2021-01-30,Produit_Tél_47,Téléphonie,TechPro,1122.0
CMD-Q1-02494,CLI0496,PRD0080,1,131.51,131.51,2024-02-17,livrée,Virement,Île-de-France,Q1_2024,EUR,2024,2,1,Samedi,100-500€,False,0.0,Hiver,Marseille,PACA,Particulier,2021-07-26,,,,936.0
CMD-Q1-02495,CLI0274,PRD0098,7,37.93,265.51,2024-02-16,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,2,1,Vendredi,100-500€,False,0.0,Hiver,Nice,Île-de-France,Grand Compte,2023-07-01,Produit_Sto_98,Stockage,MediaShop,230.0
CMD-Q1-02496,CLI0469,PRD0041,3,48.15,144.45,2024-02-24,livrée,CB,PACA,Q1_2024,EUR,2024,2,1,Samedi,100-500€,False,0.0,Hiver,Toulouse,Île-de-France,Grand Compte,2021-06-12,Produit_Tél_41,Téléphonie,TechPro,987.0
CMD-Q1-02497,CLI0302,PRD0099,9,182.41,1641.69,2024-02-13,en_cours,CB,Occitanie,Q1_2024,EUR,2024,2,1,Mardi,500-2000€,False,0.0,Hiver,Montpellier,Occitanie,Particulier,2023-12-18,Produit_Sto_99,Stockage,DataStore,57.0
CMD-Q1-02498,CLI0384,PRD0034,8,36.63,293.04,2024-02-21,annulée,PayPal,Auvergne-RA,Q1_2024,EUR,2024,2,1,Mercredi,100-500€,True,293.04,Hiver,Marseille,PACA,Startup,2021-03-31,Produit_Tél_34,Téléphonie,MediaShop,1057.0
CMD-Q1-02499,CLI0087,PRD0016,2,87.66,175.32,2024-03-10,en_cours,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,3,1,Dimanche,100-500€,False,0.0,Printemps,Bordeaux,Auvergne-RA,Particulier,2023-02-06,Produit_Inf_16,Informatique,ElecPlus,398.0
CMD-Q1-02500,CLI0066,PRD0036,9,211.79,1906.11,2024-02-26,livrée,PayPal,Auvergne-RA,Q1_2024,EUR,2024,2,1,Lundi,500-2000€,False,0.0,Hiver,Nantes,Île-de-France,PME,2021-07-20,Produit_Tél_36,Téléphonie,TechPro,951.0
CMD-Q1-02501,CLI0368,PRD0045,9,55.24,497.16,2024-02-22,livrée,CB,PACA,Q1_2024,EUR,2024,2,1,Jeudi,100-500€,False,0.0,Hiver,Toulouse,Nouvelle-Aquitaine,Particulier,2023-10-10,,,,135.0
CMD-Q1-02502,CLI0063,PRD0037,4,48.24,192.96,2024-01-12,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,1,1,Vendredi,100-500€,False,0.0,Hiver,Montpellier,Nouvelle-Aquitaine,Particulier,2022-09-30,Produit_Tél_37,Téléphonie,TechPro,469.0
CMD-Q1-02503,CLI0119,PRD0038,3,45.83,137.49,2024-01-26,en_cours,CB,Île-de-France,Q1_2024,EUR,2024,1,1,Vendredi,100-500€,False,0.0,Hiver,Toulouse,Occitanie,Particulier,2022-11-29,Produit_Tél_38,Téléphonie,MediaShop,423.0
CMD-Q1-02504,CLI0033,PRD0070,1,28.37,28.37,2024-02-14,livrée,PayPal,Occitanie,Q1_2024,EUR,2024,2,1,Mercredi,<100€,False,0.0,Hiver,Nantes,PACA,Startup,2020-12-02,Produit_Aud_70,Audio,ElecPlus,1169.0
CMD-Q1-02505,CLI0271,PRD0010,5,81.94,409.7,2024-02-25,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,2,1,Dimanche,100-500€,False,0.0,Hiver,Strasbourg,Nouvelle-Aquitaine,Grand Compte,2023-08-10,Produit_Inf_10,Informatique,MediaShop,199.0
CMD-Q1-02506,CLI0363,PRD0100,5,62.84,314.2,2024-01-26,livrée,CB,Occitanie,Q1_2024,EUR,2024,1,1,Vendredi,100-500€,False,0.0,Hiver,Toulouse,Nouvelle-Aquitaine,Particulier,2023-03-26,Produit_Sto_100,Stockage,DataStore,306.0
CMD-Q1-02507,CLI0017,PRD0143,8,104.0,832.0,2024-01-29,livrée,PayPal,Auvergne-RA,Q1_2024,EUR,2024,1,1,Lundi,500-2000€,False,0.0,Hiver,Paris,Occitanie,Grand Compte,2020-04-14,Produit_Rés_143,Réseau,TechPro,1385.0
CMD-Q1-02508,CLI0254,PRD0128,8,99.94,799.52,2024-02-07,retournée,CB,Occitanie,Q1_2024,EUR,2024,2,1,Mercredi,500-2000€,False,0.0,Hiver,Lille,Nouvelle-Aquitaine,PME,2020-06-09,,,,1338.0
CMD-Q1-02509,CLI0042,PRD0011,6,27.63,165.78,2024-01-03,en_cours,CB,PACA,Q1_2024,EUR,2024,1,1,Mercredi,100-500€,False,0.0,Hiver,Montpellier,Île-de-France,Grand Compte,2020-08-30,Produit_Inf_11,Informatique,ElecPlus,1221.0
CMD-Q1-02510,CLI0146,PRD0040,1,71.91,71.91,2024-01-12,livrée,Virement,Occitanie,Q1_2024,EUR,2024,1,1,Vendredi,<100€,False,0.0,Hiver,Montpellier,Auvergne-RA,Particulier,2023-01-12,,,,365.0
CMD-Q1-02511,CLI0065,PRD0010,9,81.94,737.46,2024-02-28,livrée,CB,Île-de-France,Q1_2024,EUR,2024,2,1,Mercredi,500-2000€,False,0.0,Hiver,Montpellier,Île-de-France,Startup,2023-12-01,Produit_Inf_10,Informatique,MediaShop,89.0
CMD-Q1-02512,CLI0261,PRD0116,6,52.36,314.16,2024-02-29,livrée,Chèque,Nouvelle-Aquitaine,Q1_2024,EUR,2024,2,1,Jeudi,100-500€,False,0.0,Hiver,Montpellier,Nouvelle-Aquitaine,Grand Compte,2023-09-27,Produit_Sto_116,Stockage,DataStore,155.0
CMD-Q1-02513,CLI0297,PRD0132,3,66.14,198.42,2024-01-25,livrée,Virement,Occitanie,Q1_2024,EUR,2024,1,1,Jeudi,100-500€,False,0.0,Hiver,Bordeaux,Occitanie,Particulier,2022-07-24,Produit_Rés_132,Réseau,MediaShop,550.0
CMD-Q1-02514,CLI0282,PRD0098,6,37.93,227.58,2024-03-09,livrée,PayPal,Île-de-France,Q1_2024,EUR,2024,3,1,Samedi,100-500€,False,0.0,Printemps,Lyon,Nouvelle-Aquitaine,Startup,2020-09-03,Produit_Sto_98,Stockage,MediaShop,1283.0
CMD-Q1-02515,CLI0291,PRD0018,2,121.33,242.66,2024-01-18,en_cours,CB,Auvergne-RA,Q1_2024,EUR,2024,1,1,Jeudi,100-500€,False,0.0,Hiver,Lille,Occitanie,Particulier,2021-04-04,,,,1019.0
CMD-Q1-02516,CLI0016,PRD0124,4,55.52,222.08,2024-01-14,livrée,Chèque,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Dimanche,100-500€,False,0.0,Hiver,Paris,PACA,Particulier,2020-03-03,Produit_Rés_124,Réseau,ElecPlus,1412.0
CMD-Q1-02517,CLI0118,PRD0011,9,27.63,248.67,2024-03-01,annulée,CB,Île-de-France,Q1_2024,EUR,2024,3,1,Vendredi,100-500€,True,248.67,Printemps,Montpellier,PACA,Particulier,2022-07-02,Produit_Inf_11,Informatique,ElecPlus,608.0
CMD-Q1-02518,CLI0011,PRD0063,3,86.81,260.43,2024-03-09,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,3,1,Samedi,100-500€,False,0.0,Printemps,Paris,Occitanie,Particulier,2023-07-06,Produit_Aud_63,Audio,ElecPlus,247.0
CMD-Q1-02519,CLI0042,PRD0017,1,222.33,222.33,2024-02-28,livrée,Chèque,Île-de-France,Q1_2024,EUR,2024,2,1,Mercredi,100-500€,False,0.0,Hiver,Montpellier,Île-de-France,Grand Compte,2020-08-30,Produit_Inf_17,Informatique,MediaShop,1277.0
CMD-Q1-02520,CLI0415,PRD0083,6,173.76,1042.56,2024-01-02,retournée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Mardi,500-2000€,False,0.0,Hiver,Lyon,Île-de-France,PME,2020-01-10,Produit_Acc_83,Accessoires,DataStore,1453.0
CMD-Q1-02521,CLI0280,PRD0139,2,128.88,257.76,2024-02-19,en_cours,CB,Occitanie,Q1_2024,EUR,2024,2,1,Lundi,100-500€,False,0.0,Hiver,Toulouse,Nouvelle-Aquitaine,Particulier,2020-12-31,Produit_Rés_139,Réseau,MediaShop,1145.0
CMD-Q1-02522,CLI0256,PRD0094,2,167.61,335.22,2024-03-04,annulée,CB,Auvergne-RA,Q1_2024,EUR,2024,3,1,Lundi,100-500€,True,335.22,Printemps,Lille,Nouvelle-Aquitaine,PME,2020-02-19,Produit_Acc_94,Accessoires,ElecPlus,1475.0
CMD-Q1-02523,CLI0471,PRD0115,1,374.29,374.29,2024-02-01,livrée,Chèque,PACA,Q1_2024,EUR,2024,2,1,Jeudi,100-500€,False,0.0,Hiver,Lille,Île-de-France,Particulier,2020-12-01,Produit_Sto_115,Stockage,MediaShop,1157.0
CMD-Q1-02524,CLI0240,PRD0152,8,499.98,3999.84,2024-01-14,en_cours,CB,Île-de-France,Q1_2024,EUR,2024,1,1,Dimanche,>2000€,False,0.0,Hiver,Marseille,Nouvelle-Aquitaine,Particulier,2021-02-24,Produit_Rés_152,Réseau,ElecPlus,1054.0
CMD-Q1-02525,CLI0085,PRD0067,4,126.77,507.08,2024-03-15,livrée,CB,Île-de-France,Q1_2024,EUR,2024,3,1,Vendredi,500-2000€,False,0.0,Printemps,Montpellier,PACA,Particulier,2020-05-07,Produit_Aud_67,Audio,TechPro,1408.0
CMD-Q1-02526,CLI0499,PRD0021,5,78.18,390.9,2024-01-28,livrée,Virement,Occitanie,Q1_2024,EUR,2024,1,1,Dimanche,100-500€,False,0.0,Hiver,Lyon,PACA,Particulier,2022-06-06,,,,601.0
CMD-Q1-02527,CLI0106,PRD0006,6,79.23,475.38,2024-03-02,retournée,CB,Auvergne-RA,Q1_2024,EUR,2024,3,1,Samedi,100-500€,False,0.0,Printemps,Bordeaux,Occitanie,Particulier,2021-04-21,Produit_Inf_6,Informatique,ElecPlus,1046.0
CMD-Q1-02528,CLI0312,PRD0046,9,69.9,629.1,2024-03-14,annulée,Chèque,PACA,Q1_2024,EUR,2024,3,1,Jeudi,500-2000€,True,629.1,Printemps,Marseille,PACA,PME,2020-01-01,Produit_Tél_46,Téléphonie,ElecPlus,1534.0
CMD-Q1-02529,CLI0234,PRD0020,3,304.72,914.16,2024-01-02,en_cours,Virement,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Mardi,500-2000€,False,0.0,Hiver,Toulouse,Nouvelle-Aquitaine,PME,2022-02-08,Produit_Inf_20,Informatique,TechPro,693.0
CMD-Q1-02530,CLI0493,PRD0091,2,75.28,150.56,2024-01-02,livrée,Virement,PACA,Q1_2024,EUR,2024,1,1,Mardi,100-500€,False,0.0,Hiver,Toulouse,PACA,Particulier,2021-05-22,,,,955.0
CMD-Q1-02531,CLI0071,PRD0027,9,45.84,412.56,2024-01-03,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,1,1,Mercredi,100-500€,False,0.0,Hiver,Nantes,Nouvelle-Aquitaine,Particulier,2023-10-15,Produit_Tél_27,Téléphonie,DataStore,80.0
CMD-Q1-02532,CLI0099,PRD0004,8,42.82,342.56,2024-01-04,annulée,CB,Occitanie,Q1_2024,EUR,2024,1,1,Jeudi,100-500€,True,342.56,Hiver,Lille,Nouvelle-Aquitaine,PME,2021-05-03,Produit_Inf_4,Informatique,DataStore,976.0
