commande_id,client_id,produit_id,quantite,prix_unitaire,montant_total,date_commande,statut,mode_paiement,region_livraison,source,devise,annee,mois,trimestre,jour_semaine,ville,region,segment,date_inscription,nom,categorie,fournisseur,tranche_montant,saison,est_annulee,ca_perdu,delai_inscription_commande
CMD-Q2-00682,CLI0076,PRD0134,1,487.38,487.38,2024-04-11,annulée,CB,Île-de-France,Q2_2024,EUR,2024,4,2,Jeudi,Lyon,Nouvelle-Aquitaine,Particulier,2020-02-24,Produit_Rés_134,Réseau,DataStore,100-500€,Printemps,True,487.38,1508.00
CMD-Q2-00683,CLI0094,PRD0043,6,100.34,602.04,2024-05-22,annulée,Virement,Île-de-France,Q2_2024,EUR,2024,5,2,Mercredi,Lyon,Île-de-France,Particulier,2020-03-13,,,,500-2000€,Printemps,True,602.04,1531.00
CMD-Q2-00684,CLI0262,PRD0027,3,45.84,137.52,2024-05-28,livrée,PayPal,Nouvelle-Aquitaine,Q2_2024,EUR,2024,5,2,Mardi,Nice,Auvergne-RA,Particulier,2021-08-04,Produit_Tél_27,Téléphonie,DataStore,100-500€,Printemps,False,0.00,1028.00
CMD-Q2-00685,CLI0197,PRD0123,4,71.91,287.64,2024-04-22,livrée,CB,Auvergne-RA,Q2_2024,EUR,2024,4,2,Lundi,Bordeaux,Occitanie,Particulier,2020-03-13,Produit_Sto_123,Stockage,ElecPlus,100-500€,Printemps,False,0.00,1501.00
CMD-Q2-00686,CLI0064,PRD0018,1,121.33,121.33,2024-05-31,livrée,Virement,Île-de-France,Q2_2024,EUR,2024,5,2,Vendredi,Nice,Île-de-France,Particulier,2023-11-02,,,,100-500€,Printemps,False,0.00,211.00
CMD-Q2-00687,CLI0273,PRD0140,7,84.52,591.64,2024-04-18,livrée,Chèque,Nouvelle-Aquitaine,Q2_2024,EUR,2024,4,2,Jeudi,Nantes,Occitanie,Particulier,2021-09-19,,,,500-2000€,Printemps,False,0.00,942.00
CMD-Q2-00688,CLI0222,PRD0124,5,55.52,277.60,2024-04-05,en_cours,CB,Île-de-France,Q2_2024,EUR,2024,4,2,Vendredi,Toulouse,Nouvelle-Aquitaine,PME,2021-09-20,Produit_Rés_124,Réseau,ElecPlus,100-500€,Printemps,False,0.00,928.00
CMD-Q2-00689,CLI0326,PRD0084,8,410.52,3284.16,2024-06-14,livrée,PayPal,PACA,Q2_2024,EUR,2024,6,2,Vendredi,Toulouse,Nouvelle-Aquitaine,Grand Compte,2022-04-12,Produit_Acc_84,Accessoires,DataStore,>2000€,Printemps,False,0.00,794.00
CMD-Q2-00690,CLI0480,PRD0149,8,123.18,985.44,2024-06-03,livrée,CB,PACA,Q2_2024,EUR,2024,6,2,Lundi,Marseille,Occitanie,PME,2020-02-13,,,,500-2000€,Printemps,False,0.00,1572.00
CMD-Q2-00691,CLI0458,PRD0128,5,99.94,499.70,2024-04-13,livrée,CB,Occitanie,Q2_2024,EUR,2024,4,2,Samedi,Lille,PACA,Particulier,2022-11-28,,,,100-500€,Printemps,False,0.00,502.00
CMD-Q2-00692,CLI0492,PRD0024,6,20.71,124.26,2024-04-17,livrée,CB,Île-de-France,Q2_2024,EUR,2024,4,2,Mercredi,Marseille,Occitanie,PME,2022-03-13,,,,100-500€,Printemps,False,0.00,766.00
CMD-Q2-00693,CLI0412,PRD0079,5,400.46,2002.30,2024-04-05,livrée,Virement,PACA,Q2_2024,EUR,2024,4,2,Vendredi,Nice,Auvergne-RA,Particulier,2022-05-18,Produit_Acc_79,Accessoires,TechPro,>2000€,Printemps,False,0.00,688.00
CMD-Q2-00694,CLI0007,PRD0107,4,101.48,405.92,2024-04-21,livrée,Chèque,Nouvelle-Aquitaine,Q2_2024,EUR,2024,4,2,Dimanche,Lyon,Nouvelle-Aquitaine,Particulier,2021-04-20,Produit_Sto_107,Stockage,ElecPlus,100-500€,Printemps,False,0.00,1097.00
CMD-Q2-00695,CLI0065,PRD0070,9,28.37,255.33,2024-05-25,retournée,CB,PACA,Q2_2024,EUR,2024,5,2,Samedi,Montpellier,Île-de-France,Startup,2023-12-01,Produit_Aud_70,Audio,ElecPlus,100-500€,Printemps,False,0.00,176.00
CMD-Q2-00696,CLI0339,PRD0024,4,20.71,82.84,2024-06-25,livrée,Chèque,Nouvelle-Aquitaine,Q2_2024,EUR,2024,6,2,Mardi,Montpellier,Nouvelle-Aquitaine,Particulier,2021-09-04,,,,<100€,Printemps,False,0.00,1025.00
CMD-Q2-00697,CLI0249,PRD0143,4,104.00,416.00,2024-06-03,en_cours,CB,Auvergne-RA,Q2_2024,EUR,2024,6,2,Lundi,Nice,Nouvelle-Aquitaine,PME,2022-07-29,Produit_Rés_143,Réseau,TechPro,100-500€,Printemps,False,0.00,675.00
CMD-Q2-00698,CLI0478,PRD0100,5,62.84,314.20,2024-04-04,livrée,Chèque,Occitanie,Q2_2024,EUR,2024,4,2,Jeudi,Lyon,Occitanie,PME,2022-12-07,Produit_Sto_100,Stockage,DataStore,100-500€,Printemps,False,0.00,484.00
CMD-Q2-00699,CLI0259,PRD0132,6,66.14,396.84,2024-05-31,livrée,Chèque,PACA,Q2_2024,EUR,2024,5,2,Vendredi,Nice,Nouvelle-Aquitaine,Grand Compte,2023-08-11,Produit_Rés_132,Réseau,MediaShop,100-500€,Printemps,False,0.00,294.00
CMD-Q2-00700,CLI0312,PRD0108,2,100.76,201.52,2024-05-06,livrée,CB,Occitanie,Q2_2024,EUR,2024,5,2,Lundi,Marseille,PACA,PME,2020-01-01,Produit_Sto_108,Stockage,DataStore,100-500€,Printemps,False,0.00,1587.00
CMD-Q2-00701,CLI0038,PRD0059,9,117.97,1061.73,2024-04-25,livrée,CB,Occitanie,Q2_2024,EUR,2024,4,2,Jeudi,Bordeaux,Île-de-France,Particulier,2020-03-07,Produit_Aud_59,Audio,ElecPlus,500-2000€,Printemps,False,0.00,1510.00
CMD-Q2-00702,CLI0395,PRD0121,9,34.92,314.28,2024-06-21,livrée,Chèque,PACA,Q2_2024,EUR,2024,6,2,Vendredi,Nantes,Occitanie,Particulier,2020-05-16,Produit_Sto_121,Stockage,TechPro,100-500€,Printemps,False,0.00,1497.00
CMD-Q2-00703,CLI0026,PRD0049,5,65.78,328.90,2024-06-10,annulée,Virement,Auvergne-RA,Q2_2024,EUR,2024,6,2,Lundi,Toulouse,Occitanie,PME,2020-07-02,Produit_Tél_49,Téléphonie,TechPro,100-500€,Printemps,True,328.90,1439.00
CMD-Q2-00704,CLI0453,PRD0011,2,27.63,55.26,2024-04-25,livrée,CB,Occitanie,Q2_2024,EUR,2024,4,2,Jeudi,Paris,PACA,Particulier,2020-04-30,Produit_Inf_11,Informatique,ElecPlus,<100€,Printemps,False,0.00,1456.00
CMD-Q2-00705,CLI0227,PRD0065,6,352.58,2115.48,2024-05-26,livrée,CB,Occitanie,Q2_2024,EUR,2024,5,2,Dimanche,Nantes,Île-de-France,Particulier,2022-08-13,Produit_Aud_65,Audio,MediaShop,>2000€,Printemps,False,0.00,652.00
CMD-Q2-00706,CLI0112,PRD0111,4,237.06,948.24,2024-04-06,en_cours,PayPal,Occitanie,Q2_2024,EUR,2024,4,2,Samedi,Lyon,Île-de-France,PME,2022-01-22,Produit_Sto_111,Stockage,ElecPlus,500-2000€,Printemps,False,0.00,805.00
CMD-Q2-00707,CLI0367,PRD0074,3,101.69,305.07,2024-04-14,livrée,Virement,Nouvelle-Aquitaine,Q2_2024,EUR,2024,4,2,Dimanche,Montpellier,Nouvelle-Aquitaine,PME,2021-03-06,,,,100-500€,Printemps,False,0.00,1135.00
CMD-Q2-00708,CLI0044,PRD0094,3,167.61,502.83,2024-06-23,livrée,CB,Auvergne-RA,Q2_2024,EUR,2024,6,2,Dimanche,Nantes,PACA,Particulier,2020-07-12,Produit_Acc_94,Accessoires,ElecPlus,500-2000€,Printemps,False,0.00,1442.00
CMD-Q2-00709,CLI0326,PRD0052,6,118.68,712.08,2024-05-19,livrée,Virement,Occitanie,Q2_2024,EUR,2024,5,2,Dimanche,Toulouse,Nouvelle-Aquitaine,Grand Compte,2022-04-12,,,,500-2000€,Printemps,False,0.00,768.00
CMD-Q2-00710,CLI0030,PRD0030,2,43.58,87.16,2024-06-14,en_cours,CB,Occitanie,Q2_2024,EUR,2024,6,2,Vendredi,Nice,PACA,Grand Compte,2022-10-25,Produit_Tél_30,Téléphonie,MediaShop,<100€,Printemps,False,0.00,598.00
CMD-Q2-00711,CLI0348,PRD0054,9,124.37,1119.33,2024-06-09,livrée,Chèque,Occitanie,Q2_2024,EUR,2024,6,2,Dimanche,Nantes,Occitanie,Grand Compte,2022-06-24,Produit_Tél_54,Téléphonie,TechPro,500-2000€,Printemps,False,0.00,716.00
CMD-Q2-00712,CLI0021,PRD0014,2,415.81,831.62,2024-05-13,livrée,Chèque,Nouvelle-Aquitaine,Q2_2024,EUR,2024,5,2,Lundi,Strasbourg,Auvergne-RA,Particulier,2021-03-13,Produit_Inf_14,Informatique,MediaShop,500-2000€,Printemps,False,0.00,1157.00
CMD-Q2-00713,CLI0322,PRD0025,2,111.14,222.28,2024-05-21,annulée,CB,Occitanie,Q2_2024,EUR,2024,5,2,Mardi,Montpellier,Île-de-France,Grand Compte,2020-10-03,Produit_Inf_25,Informatique,MediaShop,100-500€,Printemps,True,222.28,1326.00
CMD-Q2-00714,CLI0199,PRD0118,5,76.42,382.10,2024-06-13,livrée,Virement,PACA,Q2_2024,EUR,2024,6,2,Jeudi,Toulouse,Auvergne-RA,Particulier,2021-01-15,,,,100-500€,Printemps,False,0.00,1245.00
CMD-Q2-00715,CLI0358,PRD0141,6,326.57,1959.42,2024-04-06,livrée,Chèque,PACA,Q2_2024,EUR,2024,4,2,Samedi,Paris,Auvergne-RA,Particulier,2021-10-21,Produit_Rés_141,Réseau,MediaShop,500-2000€,Printemps,False,0.00,898.00
CMD-Q2-00716,CLI0267,PRD0126,1,82.76,82.76,2024-06-06,livrée,Virement,Île-de-France,Q2_2024,EUR,2024,6,2,Jeudi,Lille,Occitanie,Particulier,2021-03-20,Produit_Rés_126,Réseau,MediaShop,<100€,Printemps,False,0.00,1174.00
CMD-Q2-00717,CLI0016,PRD0032,2,109.17,218.34,2024-04-26,livrée,CB,Nouvelle-Aquitaine,Q2_2024,EUR,2024,4,2,Vendredi,Paris,PACA,Particulier,2020-03-03,,,,100-500€,Printemps,False,0.00,1515.00
CMD-Q2-00718,CLI0254,PRD0010,9,81.94,737.46,2024-05-10,retournée,CB,Nouvelle-Aquitaine,Q2_2024,EUR,2024,5,2,Vendredi,Lille,Nouvelle-Aquitaine,PME,2020-06-09,Produit_Inf_10,Informatique,MediaShop,500-2000€,Printemps,False,0.00,1431.00
CMD-Q2-00719,CLI0017,PRD0149,5,123.18,615.90,2024-04-27,livrée,CB,Nouvelle-Aquitaine,Q2_2024,EUR,2024,4,2,Samedi,Paris,Occitanie,Grand Compte,2020-04-14,,,,500-2000€,Printemps,False,0.00,1474.00
CMD-Q2-00720,CLI0246,PRD0080,4,131.51,526.04,2024-06-19,en_cours,PayPal,Île-de-France,Q2_2024,EUR,2024,6,2,Mercredi,Lyon,Occitanie,PME,2021-08-09,,,,500-2000€,Printemps,False,0.00,1045.00
CMD-Q2-00721,CLI0320,PRD0100,3,62.84,188.52,2024-06-29,livrée,CB,PACA,Q2_2024,EUR,2024,6,2,Samedi,Marseille,Auvergne-RA,Grand Compte,2020-09-24,Produit_Sto_100,Stockage,DataStore,100-500€,Printemps,False,0.00,1374.00
CMD-Q2-00722,CLI0358,PRD0132,3,66.14,198.42,2024-05-02,en_cours,Virement,Auvergne-RA,Q2_2024,EUR,2024,5,2,Jeudi,Paris,Auvergne-RA,Particulier,2021-10-21,Produit_Rés_132,Réseau,MediaShop,100-500€,Printemps,False,0.00,924.00
CMD-Q2-00723,CLI0342,PRD0115,9,374.29,3368.61,2024-06-09,livrée,CB,PACA,Q2_2024,EUR,2024,6,2,Dimanche,Marseille,PACA,Particulier,2021-09-11,Produit_Sto_115,Stockage,MediaShop,>2000€,Printemps,False,0.00,1002.00
CMD-Q2-00724,CLI0116,PRD0102,3,23.26,69.78,2024-06-26,livrée,CB,Nouvelle-Aquitaine,Q2_2024,EUR,2024,6,2,Mercredi,Montpellier,PACA,PME,2023-05-03,Produit_Sto_102,Stockage,ElecPlus,<100€,Printemps,False,0.00,420.00
CMD-Q2-00725,CLI0041,PRD0063,4,86.81,347.24,2024-06-14,en_cours,CB,Auvergne-RA,Q2_2024,EUR,2024,6,2,Vendredi,Lille,Île-de-France,Grand Compte,2020-10-03,Produit_Aud_63,Audio,ElecPlus,100-500€,Printemps,False,0.00,1350.00
CMD-Q2-00726,CLI0246,PRD0080,7,131.51,920.57,2024-05-02,en_cours,Chèque,Nouvelle-Aquitaine,Q2_2024,EUR,2024,5,2,Jeudi,Lyon,Occitanie,PME,2021-08-09,,,,500-2000€,Printemps,False,0.00,997.00
CMD-Q2-00727,CLI0324,PRD0050,2,27.92,55.84,2024-04-16,annulée,PayPal,Occitanie,Q2_2024,EUR,2024,4,2,Mardi,Marseille,PACA,Particulier,2022-04-26,Produit_Tél_50,Téléphonie,DataStore,<100€,Printemps,True,55.84,721.00
CMD-Q2-00728,CLI0385,PRD0067,3,126.77,380.31,2024-06-19,annulée,CB,Nouvelle-Aquitaine,Q2_2024,EUR,2024,6,2,Mercredi,Paris,Île-de-France,Startup,2023-01-30,Produit_Aud_67,Audio,TechPro,100-500€,Printemps,True,380.31,506.00
CMD-Q2-00729,CLI0339,PRD0024,3,20.71,62.13,2024-05-02,livrée,CB,Île-de-France,Q2_2024,EUR,2024,5,2,Jeudi,Montpellier,Nouvelle-Aquitaine,Particulier,2021-09-04,,,,<100€,Printemps,False,0.00,971.00
CMD-Q2-00730,CLI0358,PRD0061,2,75.83,151.66,2024-05-31,livrée,CB,Occitanie,Q2_2024,EUR,2024,5,2,Vendredi,Paris,Auvergne-RA,Particulier,2021-10-21,Produit_Aud_61,Audio,DataStore,100-500€,Printemps,False,0.00,953.00
CMD-Q2-00731,CLI0154,PRD0104,9,81.27,731.43,2024-04-17,en_cours,CB,Île-de-France,Q2_2024,EUR,2024,4,2,Mercredi,Bordeaux,Auvergne-RA,Particulier,2022-07-20,Produit_Sto_104,Stockage,MediaShop,500-2000€,Printemps,False,0.00,637.00
CMD-Q2-00732,CLI0136,PRD0023,2,163.48,326.96,2024-05-20,livrée,PayPal,Île-de-France,Q2_2024,EUR,2024,5,2,Lundi,Marseille,Occitanie,PME,2021-11-23,Produit_Inf_23,Informatique,TechPro,100-500€,Printemps,False,0.00,909.00
CMD-Q2-00733,CLI0339,PRD0055,6,45.75,274.50,2024-06-19,livrée,Virement,Auvergne-RA,Q2_2024,EUR,2024,6,2,Mercredi,Montpellier,Nouvelle-Aquitaine,Particulier,2021-09-04,Produit_Aud_55,Audio,MediaShop,100-500€,Printemps,False,0.00,1019.00
CMD-Q2-00734,CLI0153,PRD0118,6,76.42,458.52,2024-05-07,livrée,CB,PACA,Q2_2024,EUR,2024,5,2,Mardi,Montpellier,Nouvelle-Aquitaine,Particulier,2022-01-01,,,,100-500€,Printemps,False,0.00,857.00
CMD-Q2-00735,CLI0001,PRD0082,5,36.44,182.20,2024-06-07,en_cours,CB,PACA,Q2_2024,EUR,2024,6,2,Vendredi,Toulouse,Auvergne-RA,Startup,2021-02-01,Produit_Acc_82,Accessoires,DataStore,100-500€,Printemps,False,0.00,1222.00
CMD-Q2-00736,CLI0370,PRD0106,2,52.42,104.84,2024-05-08,livrée,CB,Auvergne-RA,Q2_2024,EUR,2024,5,2,Mercredi,Lille,Île-de-France,Particulier,2022-08-09,Produit_Sto_106,Stockage,MediaShop,100-500€,Printemps,False,0.00,638.00
CMD-Q2-00737,CLI0149,PRD0068,3,12.48,37.44,2024-04-05,livrée,CB,Occitanie,Q2_2024,EUR,2024,4,2,Vendredi,Strasbourg,Nouvelle-Aquitaine,PME,2023-08-17,Produit_Aud_68,Audio,TechPro,<100€,Printemps,False,0.00,232.00
CMD-Q2-00738,CLI0007,PRD0107,7,101.48,710.36,2024-05-21,livrée,Virement,Nouvelle-Aquitaine,Q2_2024,EUR,2024,5,2,Mardi,Lyon,Nouvelle-Aquitaine,Particulier,2021-04-20,Produit_Sto_107,Stockage,ElecPlus,500-2000€,Printemps,False,0.00,1127.00
CMD-Q2-00739,CLI0046,PRD0077,8,151.78,1214.24,2024-05-07,livrée,CB,Île-de-France,Q2_2024,EUR,2024,5,2,Mardi,Nice,Occitanie,Particulier,2022-04-24,,,,500-2000€,Printemps,False,0.00,744.00
CMD-Q2-00740,CLI0292,PRD0057,7,85.50,598.50,2024-06-22,livrée,Chèque,Occitanie,Q2_2024,EUR,2024,6,2,Samedi,Lyon,PACA,Startup,2023-06-28,,,,500-2000€,Printemps,False,0.00,360.00
CMD-Q2-00741,CLI0376,PRD0099,5,182.41,912.05,2024-06-07,livrée,PayPal,Auvergne-RA,Q2_2024,EUR,2024,6,2,Vendredi,Bordeaux,Auvergne-RA,Particulier,2020-08-17,Produit_Sto_99,Stockage,DataStore,500-2000€,Printemps,False,0.00,1390.00
CMD-Q2-00742,CLI0180,PRD0108,3,100.76,302.28,2024-05-31,livrée,CB,PACA,Q2_2024,EUR,2024,5,2,Vendredi,Toulouse,Occitanie,PME,2020-01-12,Produit_Sto_108,Stockage,DataStore,100-500€,Printemps,False,0.00,1601.00
CMD-Q2-00743,CLI0150,PRD0129,7,124.46,871.22,2024-05-15,en_cours,CB,Auvergne-RA,Q2_2024,EUR,2024,5,2,Mercredi,Montpellier,Occitanie,Particulier,2021-11-25,,,,500-2000€,Printemps,False,0.00,902.00
CMD-Q2-00744,CLI0372,PRD0071,2,90.96,181.92,2024-06-25,livrée,CB,Occitanie,Q2_2024,EUR,2024,6,2,Mardi,Toulouse,Nouvelle-Aquitaine,Particulier,2022-12-24,Produit_Aud_71,Audio,MediaShop,100-500€,Printemps,False,0.00,549.00
CMD-Q2-00745,CLI0138,PRD0119,2,496.56,993.12,2024-04-28,livrée,Virement,Occitanie,Q2_2024,EUR,2024,4,2,Dimanche,Lille,Nouvelle-Aquitaine,Grand Compte,2022-10-10,Produit_Sto_119,Stockage,MediaShop,500-2000€,Printemps,False,0.00,566.00
CMD-Q2-00746,CLI0116,PRD0135,4,112.71,450.84,2024-05-04,livrée,CB,Île-de-France,Q2_2024,EUR,2024,5,2,Samedi,Montpellier,PACA,PME,2023-05-03,,,,100-500€,Printemps,False,0.00,367.00
CMD-Q2-00747,CLI0218,PRD0024,6,20.71,124.26,2024-06-04,annulée,CB,Auvergne-RA,Q2_2024,EUR,2024,6,2,Mardi,Nantes,Auvergne-RA,PME,2022-02-06,,,,100-500€,Printemps,True,124.26,849.00
CMD-Q2-00748,CLI0300,PRD0123,4,71.91,287.64,2024-06-16,en_cours,CB,Nouvelle-Aquitaine,Q2_2024,EUR,2024,6,2,Dimanche,Marseille,PACA,Startup,2021-10-22,Produit_Sto_123,Stockage,ElecPlus,100-500€,Printemps,False,0.00,968.00
CMD-Q2-00749,CLI0405,PRD0104,8,81.27,650.16,2024-05-02,livrée,Virement,Nouvelle-Aquitaine,Q2_2024,EUR,2024,5,2,Jeudi,Nice,Nouvelle-Aquitaine,Particulier,2021-09-19,Produit_Sto_104,Stockage,MediaShop,500-2000€,Printemps,False,0.00,956.00
CMD-Q2-00750,CLI0056,PRD0138,3,67.74,203.22,2024-05-30,livrée,CB,Île-de-France,Q2_2024,EUR,2024,5,2,Jeudi,Strasbourg,PACA,Particulier,2021-07-03,,,,100-500€,Printemps,False,0.00,1062.00
CMD-Q2-00751,CLI0107,PRD0028,1,59.70,59.70,2024-05-15,annulée,CB,Auvergne-RA,Q2_2024,EUR,2024,5,2,Mercredi,Lille,Nouvelle-Aquitaine,Startup,2020-09-22,,,,<100€,Printemps,True,59.70,1331.00
CMD-Q2-00752,CLI0325,PRD0001,7,57.96,405.72,2024-04-14,livrée,Virement,Nouvelle-Aquitaine,Q2_2024,EUR,2024,4,2,Dimanche,Montpellier,PACA,Particulier,2023-02-15,Produit_Inf_1,Informatique,TechPro,100-500€,Printemps,False,0.00,424.00
CMD-Q2-00753,CLI0499,PRD0057,7,85.50,598.50,2024-06-03,livrée,CB,Auvergne-RA,Q2_2024,EUR,2024,6,2,Lundi,Lyon,PACA,Particulier,2022-06-06,,,,500-2000€,Printemps,False,0.00,728.00
CMD-Q2-00754,CLI0232,PRD0095,6,106.83,640.98,2024-06-16,inconnu,CB,Occitanie,Q2_2024,EUR,2024,6,2,Dimanche,Paris,Île-de-France,Startup,2021-04-07,Produit_Acc_95,Accessoires,MediaShop,500-2000€,Printemps,False,0.00,1166.00
CMD-Q2-00755,CLI0496,PRD0039,5,29.83,149.15,2024-05-14,livrée,CB,Nouvelle-Aquitaine,Q2_2024,EUR,2024,5,2,Mardi,Marseille,PACA,Particulier,2021-07-26,Produit_Tél_39,Téléphonie,DataStore,100-500€,Printemps,False,0.00,1023.00
CMD-Q2-00756,CLI0228,PRD0109,2,18.30,36.60,2024-05-11,livrée,Chèque,Auvergne-RA,Q2_2024,EUR,2024,5,2,Samedi,Paris,Occitanie,Grand Compte,2023-05-08,,,,<100€,Printemps,False,0.00,369.00
CMD-Q2-00757,CLI0300,PRD0068,5,12.48,62.40,2024-06-01,livrée,CB,Nouvelle-Aquitaine,Q2_2024,EUR,2024,6,2,Samedi,Marseille,PACA,Startup,2021-10-22,Produit_Aud_68,Audio,TechPro,<100€,Printemps,False,0.00,953.00
CMD-Q2-00758,CLI0233,PRD0129,4,124.46,497.84,2024-06-10,annulée,CB,Occitanie,Q2_2024,EUR,2024,6,2,Lundi,Bordeaux,Nouvelle-Aquitaine,Particulier,2020-06-17,,,,100-500€,Printemps,True,497.84,1454.00
CMD-Q2-00759,CLI0015,PRD0048,2,164.13,328.26,2024-05-10,livrée,Virement,PACA,Q2_2024,EUR,2024,5,2,Vendredi,Lille,Auvergne-RA,Grand Compte,2022-03-08,Produit_Tél_48,Téléphonie,TechPro,100-500€,Printemps,False,0.00,794.00
CMD-Q2-00760,CLI0118,PRD0036,8,211.79,1694.32,2024-06-28,livrée,CB,Auvergne-RA,Q2_2024,EUR,2024,6,2,Vendredi,Montpellier,PACA,Particulier,2022-07-02,Produit_Tél_36,Téléphonie,TechPro,500-2000€,Printemps,False,0.00,727.00
CMD-Q2-00761,CLI0334,PRD0056,4,46.62,186.48,2024-05-12,livrée,CB,Île-de-France,Q2_2024,EUR,2024,5,2,Dimanche,Nantes,Nouvelle-Aquitaine,Startup,2020-10-31,Produit_Aud_56,Audio,TechPro,100-500€,Printemps,False,0.00,1289.00
CMD-Q2-00762,CLI0332,PRD0089,2,93.09,186.18,2024-05-30,livrée,CB,Nouvelle-Aquitaine,Q2_2024,EUR,2024,5,2,Jeudi,Nice,Occitanie,Particulier,2020-06-18,,,,100-500€,Printemps,False,0.00,1442.00
CMD-Q2-00763,CLI0435,PRD0103,1,57.70,57.70,2024-06-08,annulée,CB,Occitanie,Q2_2024,EUR,2024,6,2,Samedi,Strasbourg,PACA,Grand Compte,2020-08-17,Produit_Sto_103,Stockage,DataStore,<100€,Printemps,True,57.70,1391.00
CMD-Q2-00764,CLI0331,PRD0054,4,124.37,497.48,2024-04-20,annulée,CB,Auvergne-RA,Q2_2024,EUR,2024,4,2,Samedi,Nantes,PACA,PME,2023-06-11,Produit_Tél_54,Téléphonie,TechPro,100-500€,Printemps,True,497.48,314.00
CMD-Q2-00765,CLI0142,PRD0117,9,69.72,627.48,2024-06-11,en_cours,CB,Nouvelle-Aquitaine,Q2_2024,EUR,2024,6,2,Mardi,Bordeaux,Île-de-France,Particulier,2020-08-29,Produit_Sto_117,Stockage,ElecPlus,500-2000€,Printemps,False,0.00,1382.00
CMD-Q2-00766,CLI0369,PRD0035,5,17.54,87.70,2024-04-27,livrée,Chèque,Île-de-France,Q2_2024,EUR,2024,4,2,Samedi,Marseille,Nouvelle-Aquitaine,Grand Compte,2022-11-02,Produit_Tél_35,Téléphonie,MediaShop,<100€,Printemps,False,0.00,542.00
CMD-Q2-00767,CLI0147,PRD0030,9,43.58,392.22,2024-06-27,annulée,CB,Nouvelle-Aquitaine,Q2_2024,EUR,2024,6,2,Jeudi,Strasbourg,PACA,Particulier,2022-06-18,Produit_Tél_30,Téléphonie,MediaShop,100-500€,Printemps,True,392.22,740.00
CMD-Q2-00768,CLI0448,PRD0035,9,17.54,157.86,2024-05-23,livrée,PayPal,Occitanie,Q2_2024,EUR,2024,5,2,Jeudi,Nantes,PACA,Particulier,2023-10-24,Produit_Tél_35,Téléphonie,MediaShop,100-500€,Printemps,False,0.00,212.00
CMD-Q2-00769,CLI0191,PRD0010,5,81.94,409.70,2024-06-09,livrée,CB,Occitanie,Q2_2024,EUR,2024,6,2,Dimanche,Marseille,Nouvelle-Aquitaine,Particulier,2023-05-10,Produit_Inf_10,Informatique,MediaShop,100-500€,Printemps,False,0.00,396.00
CMD-Q2-00770,CLI0232,PRD0108,1,100.76,100.76,2024-05-11,livrée,Virement,Nouvelle-Aquitaine,Q2_2024,EUR,2024,5,2,Samedi,Paris,Île-de-France,Startup,2021-04-07,Produit_Sto_108,Stockage,DataStore,100-500€,Printemps,False,0.00,1130.00
CMD-Q2-00771,CLI0420,PRD0059,3,117.97,353.91,2024-06-13,livrée,CB,PACA,Q2_2024,EUR,2024,6,2,Jeudi,Toulouse,PACA,PME,2021-07-14,Produit_Aud_59,Audio,ElecPlus,100-500€,Printemps,False,0.00,1065.00
CMD-Q2-00772,CLI0052,PRD0109,9,18.30,164.70,2024-06-27,livrée,Virement,Occitanie,Q2_2024,EUR,2024,6,2,Jeudi,Nice,Nouvelle-Aquitaine,PME,2022-12-01,,,,100-500€,Printemps,False,0.00,574.00
CMD-Q2-00773,CLI0489,PRD0102,2,23.26,46.52,2024-05-10,en_cours,CB,Nouvelle-Aquitaine,Q2_2024,EUR,2024,5,2,Vendredi,Nantes,Occitanie,Particulier,2022-04-07,Produit_Sto_102,Stockage,ElecPlus,<100€,Printemps,False,0.00,764.00
CMD-Q2-00774,CLI0067,PRD0066,1,181.07,181.07,2024-05-02,livrée,Virement,PACA,Q2_2024,EUR,2024,5,2,Jeudi,Toulouse,Île-de-France,Particulier,2020-07-20,,,,100-500€,Printemps,False,0.00,1382.00
CMD-Q2-00775,CLI0484,PRD0105,6,408.15,2448.90,2024-06-29,annulée,PayPal,Nouvelle-Aquitaine,Q2_2024,EUR,2024,6,2,Samedi,Paris,Auvergne-RA,Particulier,2021-01-30,Produit_Sto_105,Stockage,TechPro,>2000€,Printemps,True,2448.90,1246.00
CMD-Q2-00776,CLI0381,PRD0120,9,107.93,971.37,2024-05-02,livrée,CB,Île-de-France,Q2_2024,EUR,2024,5,2,Jeudi,Lyon,Auvergne-RA,Particulier,2023-01-07,,,,500-2000€,Printemps,False,0.00,481.00
CMD-Q2-00777,CLI0159,PRD0006,2,79.23,158.46,2024-05-02,en_cours,CB,PACA,Q2_2024,EUR,2024,5,2,Jeudi,Bordeaux,Auvergne-RA,Grand Compte,2023-03-14,Produit_Inf_6,Informatique,ElecPlus,100-500€,Printemps,False,0.00,415.00
CMD-Q2-00778,CLI0305,PRD0080,7,131.51,920.57,2024-05-16,livrée,CB,Auvergne-RA,Q2_2024,EUR,2024,5,2,Jeudi,Nantes,Nouvelle-Aquitaine,Startup,2023-03-31,,,,500-2000€,Printemps,False,0.00,412.00
CMD-Q2-00779,CLI0015,PRD0137,9,54.72,492.48,2024-05-07,livrée,Virement,PACA,Q2_2024,EUR,2024,5,2,Mardi,Lille,Auvergne-RA,Grand Compte,2022-03-08,Produit_Rés_137,Réseau,TechPro,100-500€,Printemps,False,0.00,791.00
